carpeta,archivo,ruta,anio,tipo_acto,subtipo,vigente_ccyc,variables_detectadas,calidad_preset,observaciones,usar_como_preset
RECONOCIMIENTO DE DEUDA,RECONOCIMIENTO DEUDA-BATTAGION.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\RECONOCIMIENTO DE DEUDA\RECONOCIMIENTO DEUDA-BATTAGION.docx,sin_fecha,Reconocimiento de deuda,en moneda extranjera (dólares estadounidenses),False,"nombre_notario, numero_registro_notarial, fecha_acto, nombre_deudor, dni_deudor, domicilio_deudor, nombre_acreedor, dni_acreedor, monto_deuda, moneda, jurisdiccion_tribunales",baja,"Documento basado en Código Civil de Vélez (referencias a art. 1.002 y 718). Requiere actualización al CCyC 2015: eliminar referencias al código derogado, ajustar requisitos de capacidad según art. 23 CCyC, y revisar régimen de obligaciones (Libro III, Título I). Verificar también la cláusula de moneda extranjera conforme arts. 765-769 CCyC.",no
RECONOCIMIENTO DE POSESION,2018 - RECONOCIMIENTO POSESION VITALE - DALVIAN (JULIO 2018).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\RECONOCIMIENTO DE POSESION\2018 - RECONOCIMIENTO POSESION VITALE - DALVIAN (JULIO 2018).docx,sin_fecha,Reconocimiento de posesión,A favor de persona jurídica (S.A.),True,"número_escritura, fecha_día, mes, año, nombre_notario, registro_notarial, nombre_compareciente_1, DNI_compareciente_1, CUIT_compareciente_1, fecha_nacimiento_1, estado_civil_1, domicilio_1, nombre_compareciente_2, DNI_compareciente_2, CUIT_compareciente_2, fecha_nacimiento_2, estado_civil_2, domicilio_2, razón_social_entidad, domicilio_entidad, CUIT_entidad, cargo_representante, escritura_constitutiva_número, escritura_constitutiva_fecha, escribano_origen, fojas_protocolo, registro_notarial_origen, inscripción_RPS_número, acta_asamblea_fecha, libro_actas_número, fojas_acta",media,"Documento vigente según CCyC 2015 con referencia correcta al art. 306. El acto está incompleto (falta la parte dispositiva/resolutiva del reconocimiento de posesión); requiere completarse con la descripción del inmueble, los hechos posesorios y la cláusula dispositiva final.",si
RECONVENCION,2018 - RECONVENCION - GASSULL - RUBIO ( 1 AGOSTO 2018).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\RECONVENCION\2018 - RECONVENCION - GASSULL - RUBIO ( 1 AGOSTO 2018).docx,sin_fecha,Reconvención,Compraventa de inmueble con intervención de apoderados,False,"fecha_acto, nombre_vendedor_1, dni_vendedor_1, cuit_vendedor_1, fecha_nacimiento_vendedor_1, domicilio_vendedor_1, nombre_vendedor_2, dni_vendedor_2, cuit_vendedor_2, nombre_vendedor_3, dni_vendedor_3, nombre_vendedor_4, dni_vendedor_4, nombre_comprador, dni_comprador, cuit_comprador, domicilio_comprador, nombre_mandante, dni_mandante, cuit_mandante, domicilio_mandante, numero_poder, folio_poder, escribana_poder, registro_notarial_poder",baja,"El documento está incompleto (corta abruptamente al final). Utiliza lenguaje y estructura del Código de Vélez, sin referencias al CCyC 2015 (ej: 'estado civil' en lugar de 'estado de familia', 'apoderados' sin precisar régimen de representación del CCyC). Requiere revisión integral de coherencia legal y actualización normativa.",no
RENUNCIA DE PODER,RENUNCIA PODER.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\RENUNCIA DE PODER\RENUNCIA PODER.docx,sin_fecha,Renuncia de Poder General,,False,"número_escritura, día_mes_año, nombre_notario, número_registro_notarial, nombre_compareciente, nacionalidad, número_DNI, estado_civil, domicilio, fecha_poder_original, nombre_escribana_otorgante, ciudad_otorgante, nombre_entidad_mandante, número_inscripción_registro, fojas, tomo, fecha_inscripción",baja,"Documento redactado bajo Código de Vélez (2006), requiere actualización integral al lenguaje y estructura del CCyC 2015, incluyendo capacidad jurídica moderna, derechos y obligaciones del mandatario, y registro de mandatos conforme normativa vigente.",no
RESCICION CONTRATO,RESCISION_TAPIA-RIOS DE CUERVO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\RESCICION CONTRATO\RESCISION_TAPIA-RIOS DE CUERVO.docx,sin_fecha,Rescisión de Compraventa,de inmuebles urbanos,False,"número_escritura, fecha_escritura, ciudad, provincia, notario_nombre, notario_registro, vendedor_nombre, vendedor_nacionalidad, vendedor_dni, vendedor_cuit, vendedor_estado_civil, vendedor_conyuge_nombre, vendedor_domicilio, comprador_nombre, comprador_nacionalidad, comprador_libreta_civica, comprador_cuit, comprador_estado_civil, comprador_conyuge_nombre, comprador_domicilio, escritura_original_numero, escritura_original_fecha, escritura_original_fojas, inmuebles_cantidad, inmueble_distrito, inmueble_departamento, inmueble_ubicacion, inmueble_superficie_titulo, inmueble_superficie_mensura, inmueble_agrimensor, inmueble_numero_catastro, inmueble_limites, inmueble_afectaciones",baja,"Documento redactado bajo Código Civil de Vélez (referencias a artículos 1.277 y 1.002). Requiere actualización al CCyC 2015: cambiar capacidad legal (art. 24 CCyC), consentimiento conyugal (art. 467 CCyC), y forma de acto (art. 289-290 CCyC). Incompleto: falta resolución final y dispositivos.",no
RESCISION,RESCISION-DALVIAN_GUEVARA MARCH (SEPT. 2012).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\RESCISION\RESCISION-DALVIAN_GUEVARA MARCH (SEPT. 2012).docx,sin_fecha,Rescisión de contrato de cesión de acciones,De sociedad anónima,False,"nombre_notario, numero_escritura, fecha_acto, nombre_compareciente_1, tipo_documento_1, numero_documento_1, domicilio_1, nombre_compareciente_2, tipo_documento_2, numero_documento_2, cuit_compareciente_2, domicilio_2, fecha_cesion_original, numero_escritura_original, nombres_cedentes, nombre_cesionaria, cantidad_acciones, porcentaje_capital, nombre_sociedad, domicilio_sociedad, cuit_sociedad, precio_cesion, moneda",baja,"El documento presenta redacción confusa con inconsistencias graves: menciona simultáneamente rescisión de compraventa pero desarrolla cesión de acciones; los comparecientes no coinciden con las partes de la cesión original (Cortes y Guevara vs. Burgoa, Burgoa y Pegorin). El texto aparece incompleto y contiene referencias contradictorias (artículo 1.002 CCCiv 1869, no vigente). Requiere revisión completa para identificar verdaderos comparecientes y acto a instrumentar.",no
RETENCIONES EXPEDIENTES,tasas de justicia.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\RETENCIONES EXPEDIENTES\tasas de justicia.docx,sin_fecha,Documento normativo - Tasas judiciales y retributivas,,False,"montos_litigio, alícuotas_impositivas, importes_mínimos, tipos_procesos, fechas_vigencia, referencias_legales",baja,"No es un acto notarial sino una norma fiscal/procesal de jurisdicción local (aparentemente San Juan). No contiene elementos de actos traslativo de derechos, declarativos o constitutivos propios del protocolo notarial.",no
REVOCATORIA DE PODER,REVOCATORIA PODER.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\REVOCATORIA DE PODER\REVOCATORIA PODER.docx,sin_fecha,Revocatoria de Poder,Revocatoria de Poder General Amplio,False,"nombre_compareciente, dni_compareciente, estado_civil, domicilio_compareciente, numero_escritura, fecha_escritura, fojas_escritura_original, numero_poder_original, fecha_poder_original, nombre_apoderado, dni_apoderado, numero_inscripcion_registro, fojas_registro, tomo_registro, nombre_notario, numero_registro_notario, ciudad, fecha_acto, mes, año",media,"Documento de 2004 con lenguaje anterior al CCyC 2015 (referencias a folios, protocolos auxiliares y estructura formal desactualizada). Requiere adaptación a normativa actual de mandatos (arts. 378-393 CCyC) y procedimientos notariales vigentes.",no
REVOCATORIA DONACION,REVOCATORIA  DE DONACION - PIZARRO (FEBRERO 2014).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\REVOCATORIA DONACION\REVOCATORIA  DE DONACION - PIZARRO (FEBRERO 2014).docx,sin_fecha,Revocatoria de Anticipo de Herencia,de inmueble urbano con edificio,False,"nombre_otorgante, dni_otorgante, cuit_otorgante, estado_civil_otorgante, domicilio_otorgante, nombre_compareciente2, dni_compareciente2, cuit_compareciente2, estado_civil_compareciente2, domicilio_compareciente2, numero_escritura_protocolo, fecha_acto, numero_notario, provincia, ciudad, fecha_donacion_anterior, numero_escritura_donacion, descripcion_inmueble, ubicacion_inmueble, superficie_inmueble, nomenclatura_catastral, padron_territorial, padron_municipal, avaluo_fiscal, numero_certificado_catastral, agrimensor_nombre, fecha_plano_mensura",media,"Documento de 2014 que utiliza referencias del Código Civil de Vélez (artículo 1.002), no del CCyC 2015. Requiere actualización normativa y verificación de la inscripción registral que aparece incompleta al final.",no
ROGATORIAS NUEVAS,2022 - ROGATORIA - DIV. DE CONDOMINIO - DALVIAN SA (Polígono 1 y 4) JUNIO 2018.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\ROGATORIAS NUEVAS\2022 - ROGATORIA - DIV. DE CONDOMINIO - DALVIAN SA (Polígono 1 y 4) JUNIO 2018.docx,2021,Solicitud de inscripción registral,Trámite administrativo de registro inmobiliario,True,"nombre_directora, tasas_monto, inmuebles_descripcion, otorgantes_nombres, otorgantes_dni, aceptantes_nombres, aceptantes_dni, escritura_referencia_numero, escritura_referencia_fojas, escritura_referencia_fecha, escribano_autorizante, matriculas_rogadas, retirante_nombre, retirante_firma",baja,Documento incompleto con múltiples campos sin llenar y referencias confusas a matrículas rogadas y no rogadas. Requiere aclaración sobre el tipo exacto de acto y su correlación con la escritura N° 196 citada.,no
SAAL - RUBIO,2018 CONFORMIDAD  SAAL RUBIO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\SAAL - RUBIO\2018 CONFORMIDAD  SAAL RUBIO.docx,sin_fecha,Conformidad - Garantía,Garantía sobre inmueble urbano (segunda vivienda),True,"nombres_otorgantes, dni_otorgantes, cuit_otorgantes, fechas_nacimiento, domicilios_otorgantes, estado_civil, nombre_beneficiario, dni_beneficiario, cuit_beneficiario, domicilio_beneficiario, numero_escritura_venta, fecha_escritura_venta, ubicacion_inmueble, superficie_inmueble, numero_catastral, lindes_inmueble, numero_escribania, fecha_otorgamiento, ciudad_otorgamiento",media,"Documento incompleto (cortado al final); utiliza correctamente referencias del CCyC 2015 (arts. 23, 44, 45, 306). Requiere completar descripción catastral final y especificar montos/condiciones de la garantía.",si
SERVIDUMBRES,SERVIDUMBRE-COOP ELECTRICA G.C.- ALLACA-NOSCAL (AGOSTO 2012).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\SERVIDUMBRES\SERVIDUMBRE-COOP ELECTRICA G.C.- ALLACA-NOSCAL (AGOSTO 2012).docx,sin_fecha,Constitución de Servidumbre Administrativa de Electroducto,De inmueble rural a favor de cooperativa eléctrica,True,"nombre_notario, numero_registro_notarial, fecha_escritura, nombre_compareciente_persona_fisica, dni_compareciente, cuil_compareciente, domicilio_compareciente, nombre_sociedad, cuit_sociedad, cargo_representante, domicilio_sociedad, nombre_beneficiario_servidumbre, ubicacion_inmueble_distrito, ubicacion_inmueble_departamento, ubicacion_inmueble_provincia, frente_inmueble_calle, superficie_inmueble_titulo, superficie_inmueble_plano, nombre_agrimensor, fecha_mensura, numero_catastro",baja,"El documento está incompleto (corta abruptamente en la descripción de la superficie), contiene campos sin completar (escriba 'CIUDAD' sin especificar, número de escritura vacío, número de catastro faltante) y referencias obsoletas al artículo 1.002 del Código Civil de Vélez. Requiere revisión integral antes de usar como plantilla.",no
SUSTITUCION DE PODER,TENONDE-LAZZARINI.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\SUSTITUCION DE PODER\TENONDE-LAZZARINI.docx,sin_fecha,Compraventa,de bienes muebles (Champagne),False,"nombre_empresa_vendedora, representante_nombre, representante_dni, comprador1_nombre, comprador1_dni, comprador1_domicilio, comprador2_nombre, comprador2_dni, comprador2_domicilio, precio_unitario, moneda, descripcion_bien, cantidad_unidades, empresa_compradora_nombre, empresa_compradora_domicilio, fecha_documento, lugar_documento",baja,"Documento redactado bajo régimen anterior (Código de Vélez). Presenta errores formales graves: falta de cláusula de pago total, lugar de entrega indefinido, falta de identificación correcta de empresa extranjera y defectos en la redacción (errores tipográficos). Requiere adaptación completa al CCyC 2015.",no
TESTAMENTO,TESTAMENTO_VEITZMAN.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\TESTAMENTO\TESTAMENTO_VEITZMAN.docx,sin_fecha,Testamento por acto público,,False,"nombre_testador, dni_testador, fecha_nacimiento_testador, domicilio_testador, estado_civil_testador, nombre_heredero_1, dni_heredero_1, fecha_nacimiento_heredero_1, nombre_heredero_2, dni_heredero_2, fecha_nacimiento_heredero_2, descripcion_inmueble, matricula_inmueble, folio_real, fecha_otorgamiento, notario_nombre, numero_registro_notario, numero_escritura, testigos",media,El documento utiliza terminología del Código de Vélez (1869) y no incorpora referencias al CCyC 2015. Requiere actualización de lenguaje según normativa vigente y verificación de la firma de testigos (el documento aparece incompleto).,no
TESTIMONIO,TESTIMONIO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\TESTIMONIO\TESTIMONIO.docx,sin_fecha,Certificación de firma,Testimonio de escritura matriz,True,"nombre_notario, numero_protocolo, folio_escritura_matriz, numero_registro_notarial, fecha_otorgamiento, lugar_otorgamiento, nombre_compareciente, cantidad_fojas",media,La firma del notario aparece ilegible en el documento. Falta especificar el acto certificado (tipo de escritura matriz) y los datos completos del compareciente para completar el documento conforme al CCyC.,si
TRANSFERENCIA DE DOMINIO POR SINCERAMIENTO,2018 SINCERAMIENTO PEREYRA (5 JULIO 2018).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\TRANSFERENCIA DE DOMINIO POR SINCERAMIENTO\2018 SINCERAMIENTO PEREYRA (5 JULIO 2018).docx,2018,Transmisión de dominio,A título de sinceramiento fiscal (Ley 27.260) - De fiduciaria a tercero,True,"nombre_fiduciaria, dni_fiduciaria, cuit_fiduciaria, fecha_nacimiento_fiduciaria, estado_civil_fiduciaria, domicilio_fiduciaria, nombre_adquirente, dni_adquirente, cuit_adquirente, fecha_nacimiento_adquirente, estado_civil_adquirente, domicilio_adquirente, numero_escritura, fecha_escritura, ubicacion_inmueble, lote_numero, manzana_numero, descripcion_inmueble",media,El documento está incompleto (corta a mitad de la descripción del inmueble). Requiere completarse la individualización catastral y la clausura del acto. Referencias al CCyC actualizadas (art. 306) pero necesita revisar integridad estructural.,si
TRANSFERENCIA DOM. FIDUCIARIO,2021 - TRANSF. DE LA PROPIEDAD FIDUCIARIA - FIDEIC. EL RESGUARDO - MAURES - CUTRERA DIEGO (FIDUCIARIO) (DIC. 2021).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\TRANSFERENCIA DOM. FIDUCIARIO\2021 - TRANSF. DE LA PROPIEDAD FIDUCIARIA - FIDEIC. EL RESGUARDO - MAURES - CUTRERA DIEGO (FIDUCIARIO) (DIC. 2021).docx,2018,Transferencia de propiedad fiduciaria,En cumplimiento de contrato de fideicomiso,True,"nombres_fiduciantes, dni_fiduciantes, cuit_fiduciantes, fechas_nacimiento_fiduciantes, estado_civil_fiduciantes, domicilios_fiduciantes, nombre_fiduciario, dni_fiduciario, cuit_fiduciario, fecha_nacimiento_fiduciario, domicilio_fiduciario, nombre_fideicomiso, numero_escritura_fideicomiso, fecha_acto, numero_escribania, notario, provincia, departamento",media,"Documento bien estructurado conforme CCyC 2015. El texto se encuentra incompleto (corta abruptamente en el Capítulo I); requiere completarse la descripción del fideicomiso, los bienes objeto de transferencia y las cláusulas finales.",si
TRANSFERENCIA POR ADJUDICACION,TRANSFERENCIA POR DISOLUCION S. CONYUGAL ANGULO-PONS ENERO 2015 (1).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\TRANSFERENCIA POR ADJUDICACION\TRANSFERENCIA POR DISOLUCION S. CONYUGAL ANGULO-PONS ENERO 2015 (1).docx,sin_fecha,Transferencia de dominio por disolución de sociedad conyugal,Adjudicación de unidades en propiedad horizontal a ex cónyuge,True,"número_escritura, fecha_día, fecha_mes, fecha_año, nombre_notario, número_registro_notarial, nombre_adjudicataria, dni_adjudicataria, cuit_adjudicataria, domicilio_adjudicataria, nombre_transferente, dni_transferente, cuit_transferente, domicilio_transferente, fecha_sentencia_divorcio, número_expediente_judicial, juzgado_origen, número_unidades, designación_unidades, pisos, superficies, complejo_residencial, ubicación_inmueble, departamento, distrito, departamento_provincia",media,"Documento incompleto: falta número de escritura, fechas específicas, domicilios y descripción completa de superficies. Requiere completar datos variables antes de usar. Estructura y redacción conforme al CCyC 2015.",si
TRANSFERENCIAS DE DOMINIO,2018 - TRANSF. DE DOM.  - GOLDAR - SPAHN (NOV. 2018).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\TRANSFERENCIAS DE DOMINIO\2018 - TRANSF. DE DOM.  - GOLDAR - SPAHN (NOV. 2018).docx,2017,Transferencia de dominio en cumplimiento de contrato,De inmueble (presumiblemente urbano),True,"nombre_apoderado_vendedores, dni_apoderado, cuit_apoderado, fecha_nacimiento_apoderado, domicilio_apoderado, nombre_apoderada_comprador, dni_apoderada, cuit_apoderada, fecha_nacimiento_apoderada, domicilio_apoderada, nombre_vendedor1, dni_vendedor1, cuit_vendedor1, fecha_nacimiento_vendedor1, domicilio_vendedor1, nombre_vendedor2, dni_vendedor2, cuit_vendedor2, fecha_nacimiento_vendedor2, domicilio_vendedor2, nombre_comprador, dni_comprador, cuit_comprador, fecha_nacimiento_comprador, domicilio_comprador, numero_poder_vendedores, fecha_poder, numero_escritura, fecha_escritura, numero_notario, ciudad, provincia, descripcion_inmueble",media,"El documento está incompleto (termina abruptamente en domicilio del comprador). Requiere descripción técnica del inmueble (datos catastrales), mencionar el contrato que da origen al acto y especificar monto de la transferencia para completar la estructura mínima.",si
TRUJILLO-ARCHIVOS (NOV. 2013),VENTA - USUFRUCTO - TRUJILLO_ ESTEVEZ (OLASCOAGA 1966) NOV. 2013.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\TRUJILLO-ARCHIVOS (NOV. 2013)\VENTA - USUFRUCTO - TRUJILLO_ ESTEVEZ (OLASCOAGA 1966) NOV. 2013.docx,sin_fecha,Renuncia de usufructo y venta de nuda propiedad,De inmueble urbano bajo régimen de propiedad horizontal,False,"Nombres de comparecientes, DNI/CUIL de comparecientes, Estados civiles, Domicilio de los comparecientes, Número de escritura, Fecha del acto, Jurisdicción notarial, Porcentaje del usufructo renunciado, Ubicación del inmueble, Designación de unidades, Superficies cubiertas, Porcentaje sobre el edificio, Referencia de compra anterior",media,"El documento utiliza referencias al Código Civil de Vélez (art. 1.002) en lugar del CCyC 2015; requiere actualización de lenguaje normativo y referencias legales, aunque la estructura sustantiva es correcta.",no
UNIFICACION DE TITULOS,2018 - UNIFICACION DE TITULOS - TRANSF. - MASERA - ADM. FIDUC. MZA. (MAYO 2018).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\UNIFICACION DE TITULOS\2018 - UNIFICACION DE TITULOS - TRANSF. - MASERA - ADM. FIDUC. MZA. (MAYO 2018).docx,2018,Compraventa con cancelación de usufructo y unificación de títulos,de inmueble urbano con intervención de fiduciaria,True,"nombre_vendedor_1, dni_vendedor_1, cuit_vendedor_1, fecha_nacimiento_vendedor_1, estado_familia_vendedor_1, domicilio_vendedor_1, nombre_vendedor_2, dni_vendedor_2, cuit_vendedor_2, fecha_nacimiento_vendedor_2, domicilio_vendedor_2, nombre_vendedor_3, dni_vendedor_3, cuit_vendedor_3, estado_familia_vendedor_3, domicilio_vendedor_3, nombre_comprador, dni_comprador, cuit_comprador, fecha_nacimiento_comprador, estado_familia_comprador, nombre_conyuge_comprador, dni_conyuge_comprador, cuit_conyuge_comprador, fecha_nacimiento_conyuge_comprador, domicilio_comprador, nombre_fiduciaria, cuit_fiduciaria, nombre_fideicomiso, cuit_fideicomiso, domicilio_fiduciaria, numero_escritura, protocolo, fecha_acto, notario, registro_notarial, localidad, provincia",media,"El documento está incompleto (corte en la última línea), requiere verificación de la descripción del inmueble, datos de identificación del fideicomiso completos y referencia catastral. Contiene estructura válida según CCyC 2015 con mención correcta del art. 306.",si
USUFRUCTO,2021 - CANC. DE USUFRUCTO - MESA - TORFE (FEB. 2021).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\USUFRUCTO\2021 - CANC. DE USUFRUCTO - MESA - TORFE (FEB. 2021).docx,2019,Cancelación de usufructo,"De inmueble urbano, usufructo vitalicio gratuito con derecho de acrecer",True,"nombre_compareciente, dni_compareciente, cuit_compareciente, fecha_nacimiento, estado_civil, domicilio_compareciente, numero_escritura, fecha_documento, notario_nombre, registro_notarial, escritura_anterior_numero, fecha_escritura_anterior, notario_anterior, registro_anterior, fojas_anterior, usufructuarios_nombres, usufructuarios_dni, ubicacion_inmueble_calle, ubicacion_inmueble_numero, ubicacion_inmueble_distrito, ubicacion_inmueble_departamento, superficie_titulo, superficie_mensura, agrimensor_nombre, fecha_mensura, numero_catastro, limites_norte, limites_sur, limites_este, limites_oeste, nomenclatura_catastral, padron_territorial, padron_municipal, cuenta_agua, avaluo_fiscal",media,"El documento está incompleto (termina abruptamente en 'CORRESPONDE'). Utiliza correctamente referencias al CCyC 2015 (artículos 23, 44, 45, 306). Requiere completar la disposición final del acto de cancelación.",si
VARIOS,TEXTO GARANTIA SOLIDARIA-BCO. PATAGONIA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VARIOS\TEXTO GARANTIA SOLIDARIA-BCO. PATAGONIA.docx,sin_fecha,Cláusula de jurisdicción y domicilio,Cláusula accesoria de contrato,True,"jurisdicción_tribunales, ciudad_tribunales, domicilio_especial_demandante, domicilio_especial_demandado, fecha_documento, nombres_comparecientes, dnis_comparecientes",media,Fragmento incompleto: falta especificar domicilios exactos (se indica 'al pie' pero no constan). Requiere integración con datos completos del contrato principal y domicilios válidos de ambas partes.,si
VAZQUEZ - RICCI,MAT 378.235.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VAZQUEZ - RICCI\MAT 378.235.docx,2018,Compraventa de inmueble sometido a propiedad horizontal,"de unidad en condominio, vivienda urbana",True,"nombres_compradores, dni_compradores, cuit_compradores, fecha_nacimiento_compradores, nombre_vendedor, dni_vendedor, domicilio_inmueble, descripcion_unidad, superficie_cubierta, superficie_comun, porcentaje_propiedad, matricula_inmueble, fecha_reglamento_copropiedad, escritura_reglamento_numero",media,"Documento vigente según CCyC con referencias correctas a artículos 2.037 y 2.040. Presenta errores tipográficos menores (""RlCCI"" por ""RICCI"", separaciones incorrectas en números DNI/CUIT) y está incompleto (corte abrupto al final). Requiere revisión de datos catastrales y completitud antes de usar como preset.",si
VENTA CON HIPOTECA,"2018 - VENTA CON HIPOTECA -MOLINA, Carlos Gustavo - HERNANDEZ, Lidia Carina  (A-8 y 9) AGOSTO 2018.docx","C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VENTA CON HIPOTECA\2018 - VENTA CON HIPOTECA -MOLINA, Carlos Gustavo - HERNANDEZ, Lidia Carina  (A-8 y 9) AGOSTO 2018.docx",2018,Compraventa e hipoteca,de inmuebles urbanos con protección de vivienda familiar,True,"nombre_vendedor, dni_vendedor, cuit_vendedor, fecha_nacimiento_vendedor, nombre_conyuge_vendedor, dni_conyuge, cuit_conyuge, fecha_nacimiento_conyuge, domicilio_vendedores, nombre_comprador, dni_comprador, cuil_comprador, fecha_nacimiento_comprador, domicilio_comprador, ubicacion_inmueble, distrito, departamento, fraccion_numeros, manzana, barrio_privado, superficie_m2, numero_plano_mensura, medidas_perimetrales, numero_escritura, protocolo, fecha_otorgamiento, notario, registro_notarial",media,"Documento bien estructurado y vigente. Se detecta que el texto está incompleto (termina abruptamente en la descripción de la fracción 9). Requiere revisión de cláusulas hipotecarias, montos, tasa de interés y plazo de crédito que aparentemente faltan.",si
VENTA CON TRACTO,2020 VENTA-TRACTO-PAGLIRA- POTRERILLOS (A MARCELO Y LUIS F.) 5.1.2021.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VENTA CON TRACTO\2020 VENTA-TRACTO-PAGLIRA- POTRERILLOS (A MARCELO Y LUIS F.) 5.1.2021.docx,2019,Compraventa de parte indivisa con cancelación de usufructo,de bien inmueble,True,"nombre_vendedor, dni_vendedor, cuit_vendedor, fecha_nacimiento_vendedor, estado_civil_vendedor, domicilio_vendedor, nombre_comprador_1, dni_comprador_1, cuit_comprador_1, fecha_nacimiento_comprador_1, domicilio_comprador_1, nombre_comprador_2, dni_comprador_2, cuit_comprador_2, fecha_nacimiento_comprador_2, domicilio_comprador_2, nombre_inmueble, ubicacion_inmueble, numero_escritura, fecha_escritura, notario_nombre, numero_registro_notario, ciudad, provincia",media,"Documento incompleto: se corta en el párrafo de identificación sin completar la declaración sobre capacidad. Falta especificar la descripción del inmueble objeto de compraventa, el monto de la operación y detalles de la cancelación del usufructo.",si
VENTAS,2018 - VENTA- RUBIO-PALACIO (FRACCION IV) FEB. 2018.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VENTAS\2018 - VENTA- RUBIO-PALACIO (FRACCION IV) FEB. 2018.docx,2020,Compraventa de inmueble,De fracción de terreno urbano con condominio forzoso,True,"nombre_vendedor, dni_vendedor, cuit_vendedor, fecha_nacimiento_vendedor, nombre_cónyuge, dni_cónyuge, cuit_cónyuge, fecha_nacimiento_cónyuge, domicilio_vendedor, nombre_comprador, dni_comprador, cuit_comprador, fecha_nacimiento_comprador, estado_civil_comprador, domicilio_comprador, ubicación_inmueble, fracción_catastral, superficie_título, superficie_mensura, número_plano_catastro, limites_perímetro, parte_indivisa_callejón, número_escritura, fecha_otorgamiento, notario, registro_notarial",media,"El documento está incompleto (se corta en la descripción del inmueble). Cumple con requisitos del CCyC 2015 (arts. 456, 470, 306 inc. b), pero requiere completar la descripción catastral, establecer precio/consideración y cláusulas finales de la compraventa.",si
VENTAS BERMUDA S.A,RVBERMUDA-VILLALBA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VENTAS BERMUDA S.A\RVBERMUDA-VILLALBA.docx,sin_fecha,Compraventa,de inmueble urbano (lote con construcción en ejecución),False,"nombre_vendedor, dni_vendedor, nombre_comprador, dni_comprador, cuil_comprador, domicilio_comprador, razon_social_sociedad, cuit_sociedad, domicilio_sociedad, apoderado_nombre, dni_apoderado, numero_escritura_constitucion, fecha_escritura_constitucion, numero_poder, fecha_poder, numero_inscripcion_poder, ubicacion_inmueble, fraccion_catastral, fecha_documento",baja,"Documento redactado bajo Código de Vélez (2006), requiere adaptación integral al CCyC 2015: modernizar estructura de cláusulas, eliminar formas anticuadas (""Dice"", ""doy fe""), actualizar referencias a registros catastrales. Texto truncado al final.",no
